NM_CANDIDATO,Partido,NM_UE,Estado,total
ANTONIO ISAEL DE OLIVEIRA JUNIOR,PSD,NOVA CAMPINA,SP,0.0
SERGIO MURILO MOREIRA COELHO,PSDB,PONTO BELO,ES,0.0
SERGIO MURILO DIAS DOS SANTOS,PL,SANTO AMARO DAS BROTAS,SE,0.0
ANTONIO IZZO FILHOP,AGIR,BAURU,SP,0.0
ANTONIO JACINTO DE MELO NETO,PP,SÃO RAIMUNDO DO DOCA BEZERRA,MA,0.0
ANTONIO JOAO BRITO ALVES,PSB,JACAREACANGA,PA,0.0
ANTONIO JOSE FERREIRA,PL,MOGEIRO,PB,0.0
SERGIO MACHNIC,PL,PRIMAVERA DO LESTE,MT,0.0
ANTONIO JOSE GUNDIM,PP,PEDRINÓPOLIS,MG,0.0
ANTONIO JOSE PASSOS,CIDADANIA,POLONI,SP,0.0
ANTONIO JOSÉ BARBOSA,PT,ALTA FLORESTA D'OESTE,RO,0.0
SEVERINO LEÔNCIO DO NASCIMENTO SOBRINHO,PT,SANTA RITA,PB,0.0
ANTONIO GILBERTO FILIPPO FERNANDES JUNIOR,PSD,GUARATINGUETÁ,SP,0.0
SEVERINO RAMOS DE SANANA,PSDB,PAULISTA,PE,0.0
ANTONIO FERREIRA DE MORAES JUNIOR,PP,ALVINLÂNDIA,SP,0.0
SIDNEI DEMICIO,SOLIDARIEDADE,BANDEIRANTES,PR,0.0
SIDNEI CARLOS BERNHARD,PSD,TIGRINHOS,SC,0.0
ANTONIO FABIANO DE VASCONCELOS ADELINO,PP,NATUBA,PB,0.0
SIDNEI ANTUNES RIBEIRO,CIDADANIA,MAUÁ DA SERRA,PR,0.0
ANTONIO FERNANDO FONTES VIEIRA,PL,PRESIDENTE FIGUEIREDO,AM,0.0
SIDIOMAR UJAQUE,PL,ITAJOBI,SP,0.0
SIDINEI RESENDE PAIVA,REDE,CORONEL XAVIER CHAVES,MG,0.0
ANTONIO FERNANDO SCANAVACA,REPUBLICANOS,UMUARAMA,PR,0.0
ANTONIO FRANCISCO DE LIMA,PDT,JUTAÍ,AM,0.0
ANTONIO GERONIMO DUARTE MACEDO,PSB,AREIA DE BARAÚNAS,PB,0.0
SIDINEI APARECIDO BICO,REPUBLICANOS,CAJATI,SP,0.0
SIDERLEI ALVES MIRANDA,UNIÃO,SERRA NOVA DOURADA,MT,0.0
SIBELY MORENO RUIZ,PL,BARÃO DE MELGAÇO,MT,0.0
ANTONIO FRANCISCO NETO,PP,VOLTA REDONDA,RJ,0.0
ANTONIO FRANCISCO RODRIGUES DA SILVA,MDB,NOVA SANTA RITA,PI,0.0
SHARON DYAN BRAGA DE OLIVEIRA,NOVO,MACAPÁ,AP,0.0
ANTONIO FRANÇA BENJAMIM,PSD,MEDIANEIRA,PR,0.0
ANTONIO GERALDO LAVOR SILVEIRA JUNIOR,UNIÃO,PINHEIRO,MA,0.0
SERGIO LUIZ DE ALBUQUERQUE,PP,URUCÂNIA,MG,0.0
SERGIO LUIZ ANEQUIM,PL,MUQUI,ES,0.0
SOLANGE BACK,MDB,ANITÁPOLIS,SC,0.0
ANTONIO JOÃO DOURADO,PSB,LAJEDO,PE,0.0
ANTONIO MARIO LIMA SILVA,PSD,LAJEDINHO,BA,0.0
ANTONIO MAROJA GUEDES FILHO,PSDB,JURIPIRANGA,PB,0.0
SELMO ALVES DE SOUZA,CIDADANIA,INDIANÓPOLIS,MG,0.0
ANTONIO MARTINS LOPES,PP,PINDARÉ-MIRIM,MA,0.0
SELMAR LUIS DO VALLE,MOBILIZA,BARÃO DE MONTE ALTO,MG,0.0
SELMA RODRIGUES SOUTO,PSD,MACARANI,BA,0.0
ANTONIO MAURÍCIO RAUEDYS ROCHA,PSD,MUTUÍPE,BA,0.0
ANTONIO MIGUEL SERAFIM,PL,RIBEIRÃO CORRENTE,SP,0.0
SELMA MARIA MORAIS DOS SANTOS,SOLIDARIEDADE,SÃO JOÃO DO PARAÍSO,MG,0.0
ANTONIO MODESTO RODRIGUES DE MACEDO,MDB,TIBAU DO SUL,RN,0.0
SELINDO MAURO CARNEIRO TAPETI SEGUNDO,PT,COLÔNIA DO PIAUÍ,PI,0.0
SEDIR LUIZ WASTOWSKI,PDT,SENADOR SALGADO FILHO,RS,0.0
ANTONIO OLIVEIRA DO NASCIMENTO JUNIOR,REPUBLICANOS,PEDRA GRANDE,RN,0.0
SEBASTIÃO WAGNER BERRIEL,REDE,SEROPÉDICA,RJ,0.0
SEBASTIÃO THIAGO CARVALHO DULTRA FILHO,PSB,PIATÃ,BA,0.0
ANTONIO OLIVEIRA SAMPAIO,AVANTE,IRAJUBA,BA,0.0
SEBASTIÃO RODRIGUES,PSDB,CHALÉ,MG,0.0
ANTONIO OSCAR LAURINO,PL,IMBUIA,SC,0.0
ANTONIO PEDRO FEITOSA NETO,PSD,JUAREZ TÁVORA,PB,0.0
SEMEIDE BERMEGUY PORTO,MDB,BENJAMIN CONSTANT,AM,0.0
SENIA APARECIDA RODRIGUES DE SOUSA TORRES,MDB,ICÓ,CE,0.0
ANTONIO MARCOS VIEIRA SILVA,AVANTE,CAETANOS,BA,0.0
SERGIO CAIMI,PMB,FOZ DO IGUAÇU,PR,0.0
ANTONIO JUNIOR DE CAMARGO,MDB,SANTA IZABEL DO OESTE,PR,0.0
ANTONIO KLEBER RIBEIRO,PSD,BROTAS DE MACAÚBAS,BA,0.0
SERGIO EDUARDO EMYGDIO DE FARIA,PSB,JACAREZINHO,PR,0.0
ANTONIO LIDINEY GOBBI,PP,MARECHAL FLORIANO,ES,0.0
ANTONIO LUCAS GOMES DA MOTA,MOBILIZA,ARINOS,MG,0.0
ANTONIO LUIS SILVA,MDB,BOQUEIRÃO DO PIAUÍ,PI,0.0
ANTONIO LUIZ BATTISTI,PT,SÃO JOSÉ,SC,0.0
ANTONIO MANOEL DA SILVA JUNIOR,REPUBLICANOS,GUAÍRA,SP,0.0
ANTONIO MARCELO SOARES BARBOSA,PSDB,CRATEÚS,CE,0.0
ANTONIO MARCOS FILHO,MDB,BERNARDINO BATISTA,PB,0.0
SERGIO BATISTA DA SILVA,PL,ASSIS BRASIL,AC,0.0
SERGIO BARROS MOREIRA,AVANTE,MAETINGA,BA,0.0
ANTONIO MARCOLINO NETO,PP,MONTANHAS,RN,0.0
SERGIO APARECIDO DE OLIVEIRA,PL,DUARTINA,SP,0.0
ANTONIO MARCOS BARBOSA,PL,AVELINÓPOLIS,GO,0.0
ANTONIO MARCOS COLDIBELLI FRANCISCO,PT,POUSO ALEGRE,MG,0.0
SERGIO ANTONIO AGUIAR,PDT,NOVO ALEGRE,TO,0.0
ANTONIO MARCOS DE LEMOS MACHADO,PODE,CASIMIRO DE ABREU,RJ,0.0
SIDNEI DEZOTI,PSD,GUARACI,PR,0.0
ANTONIO ERALDO DA SILVA,UNIÃO,BREJO DE AREIA,MA,0.0
ANTONIO EMÍLIO ABREU DIAS BORGES,PL,NOVA VENÉCIA,ES,0.0
ANTONIO ELIAS FLHO,PSB,ITOBI,SP,0.0
SIMONE FERNANDES DA SILVA,MDB,JAPI,RN,0.0
SIMONE DIAS DE SOUSA RIBEIRO,PL,FORMOSA,GO,0.0
ANTONIO CARLOS LAUDIVAR RIBEIRO,UNIÃO,PORTO ESPERIDIÃO,MT,0.0
ANTONIO CARLOS NICOLETTI,UNIÃO,BOA VISTA,RR,0.0
SIMONE CRISTINA SANTANA FEITOSA,AVANTE,SANTO AMARO DAS BROTAS,SE,0.0
SIMONE COSMO DA SILVA,PT,XIQUE-XIQUE,BA,0.0
SIMONE ALINE ABRANCHES MACHADO,PSDB,PASSA VINTE,MG,0.0
SIMEIA QUEIROZ DE SOUZA,AVANTE,UBATÃ,BA,0.0
SIMAO RODRIGUES FRANCA,PT,BARRA DO MENDES,BA,0.0
SIMAO CIRINEU DA COSTA NETO,PSDB,ALAGOINHA,PE,0.0
SILZO BEZERRA DA SILVA,PP,COLÔNIA DO GURGUÉIA,PI,0.0
ANTONIO CARLOS SILVA NUNES,MDB,UBERABA,MG,0.0
SILVIO VAZ DE ALMEIDA,PODE,JABORANDI,SP,0.0
ANTONIO CARLOS TAMAIS,PP,SANTA AMÉLIA,PR,0.0
ANTONIO CARLOS VIEIRA,PT,PARÁ DE MINAS,MG,0.0
ANTONIO CAROBA DA SILVA,PT,SÃO JOÃO DO PARAÍSO,MG,0.0
SILVIO ROGERIO CARVALHO DE ASSIS,PMB,POÇOS DE CALDAS,MG,0.0
SILVIO MENDES DE OLIVEIRA FILHO,UNIÃO,TERESINA,PI,0.0
ANTONIO CETTOLIN,MDB,GARIBALDI,RS,0.0
ANTONIO CARLOS DO NASCIMENTO,PL,MONTANHA,ES,0.0
ANTONIO CARLOS DE MATTOS SANTOS,MDB,DOBRADA,SP,0.0
ANTONIO CARLOS DAMIN,PDT,PLANALTO,RS,0.0
ANTONIO BARBOSA DOS SANTOS JUNIOR,PSD,FILADÉLFIA,BA,0.0
SOELI CRISTINA MAGESKI,PT,OURO PRETO DO OESTE,RO,0.0
SLVIO VALOSKI,PRTB,TIJUCAS DO SUL,PR,0.0
SIZIANA ALCANTARA CARDOSO,PT,JAPARATUBA,SE,0.0
ANTONIO ANGELO GARCIA DOS SANTOS,PP,INOCÊNCIA,MS,0.0
ANTONIO ARAUJO FERREIRA,PT,NOVA IGUAÇU,RJ,0.0
ANTONIO AUGUSTO DE CASTRO BARRETO,PL,ELDORADO DOS CARAJÁS,PA,0.0
ANTONIO AUGUSTO SALES DE JESUS,PP,CARDEAL DA SILVA,BA,0.0
ANTONIO AZEVEDO NABHAN,PSD,FIGUEIRÃO,MS,0.0
ANTONIO BIOTTO,UNIÃO,ITAÚBA,MT,0.0
SIMONE MEDEIROS DE ANDRADE OLIVEIRA,PODE,GOVERNADOR JORGE TEIXEIRA,RO,0.0
ANTONIO CARLOS BONETTI,PSD,FRANCISCO BELTRÃO,PR,0.0
SINVAL FERREIRA DA SILVA,PT,TIBAGI,PR,0.0
SINDERLEI FERNANDES ALFAIA,PL,TEFÉ,AM,0.0
SIMÃO PEDRO ALVES PEQUENO,PSD,ORÓS,CE,0.0
ANTONIO CARLOS COLNAGO,PSB,PIRAPOZINHO,SP,0.0
ANTONIO CARLOS DA SILVA,PSD,CARAGUATATUBA,SP,0.0
ANTONIO CARLOS DA SILVA,PT,CAMPO LIMPO PAULISTA,SP,0.0
ANTONIO CARLOS DA SILVA,UNIÃO,SANTA FÉ DE GOIÁS,GO,0.0
ANTONIO CLAUDIO FELISBINO JUNIOR,PSD,COSMÓPOLIS,SP,0.0
SILVIO EDUARDO CONEGLIAM PECCIOLI,PSD,SANTANA DE PARNAÍBA,SP,0.0
SILVIO DUARTE DA SILVA,PP,RANCHARIA,SP,0.0
SILNEI DE PADUA LOPES,PODE,CÁSSIA DOS COQUEIROS,SP,0.0
ANTONIO DE SOUSA PINTO,PSD,CALÇOENE,AP,0.0
SILVANA OLIVEIRA DE SOUSA,PL,MARACANAÚ,CE,0.0
SILVANA MARIA CAVALCANTE DA COSTA PINTO,PP,FLEXEIRAS,AL,0.0
SILVANA MARIA CARNEIRO FONTENELE SOARES,PSDB,VIÇOSA DO CEARÁ,CE,0.0
ANTONIO DESSA CARDOZO,PSD,SÃO GONÇALO DOS CAMPOS,BA,0.0
SILVANA DE MELLO GUZZO,PT,DOIS VIZINHOS,PR,0.0
SILVANA DE CARVALHO TEODORO ZUBCOV,PT,PEDRO GOMES,MS,0.0
SILVANA AZEVEDO DA COSTA,REPUBLICANOS,JARDIM DO SERIDÓ,RN,0.0
SILMAR DEMAMAN,PP,ALTO ALEGRE,RS,0.0
SILVANIA DA SILVA ROCHA CARVALHO,PL,MUTUNÓPOLIS,GO,0.0
SILMAR CARNEIRO DA SILVA,PDT,SANTO ANTÔNIO DO DESCOBERTO,GO,0.0
SILAS VIEIRA,PSD,CARANGOLA,MG,0.0
ANTONIO DINIZ ARAUJO,PL,MATA ROMA,MA,0.0
SIDNEYMAR CAMARGO,UNIÃO,AVANHANDAVA,SP,0.0
SIDNEY VIEIRA DE SOUZA,REPUBLICANOS,LIMOEIRO DE ANADIA,AL,0.0
ANTONIO DOS REIS ZAMARCHI,MOBILIZA,SUMARÉ,SP,0.0
SIDNEY APARECIDO FERNANDES TERUEL,PT,PARAPUÃ,SP,0.0
SIDNEI PAIVA DE FREITAS,REPUBLICANOS,SAPÉ,PB,0.0
ANTONIO DE PADUA AQUISTI,PL,DIVINOLÂNDIA,SP,0.0
SILVANIA SCHMITZ,PSB,PALMITAL,PR,0.0
ANTONIO CLAUDIO SANTIAGO,MDB,GRANDES RIOS,PR,0.0
ANTONIO CORDEIRO DOS SANTOS,PT,SALTO,SP,0.0
SILVIO CÉSAR DA SILVA,PL,INDAIAL,SC,0.0
SILVIO CESAR SAVOGIN POLO,PSD,TIMBURI,SP,0.0
SILVIO CESAR DE OLIVEIRA,NOVO,ITANHAÉM,SP,0.0
SILVIO BARRETO RAMOS,UNIÃO,MURIBECA,SE,0.0
ANTONIO COELHO RODRIGUES,MDB,SÍTIO NOVO,MA,0.0
SILVIO ANTONIO DAMACENO,PSD,PRADO FERREIRA,PR,0.0
SILVIO ALVES COELHO,PL,SÃO FÉLIX DO XINGU,PA,0.0
SILVINO OLIVEIRA DE SOUSA,REPUBLICANOS,PIRAQUÊ,TO,0.0
SILVIA MARIA LASEK NUNES,PP,MINAS DO LEÃO,RS,0.0
SILVANIR SIMPLÍCIO DE ANDRADE,PSD,PEDRA DOURADA,MG,0.0
SILVIA LILIA BARBOSA SANTOS CANTANHEDE,REPUBLICANOS,PRESIDENTE JUSCELINO,MA,0.0
SILVIA EUGÊNIA PEREIRA NASCIMENTO,PT,VALE DO PARAÍSO,RO,0.0
ANTONIO COSME DIAS DOS SANTOS,REPUBLICANOS,SÁTIRO DIAS,BA,0.0
ANTONIO CÉSAR CORREIA DINIZ DE RESENDE,UNIÃO,ROSÁRIO DO CATETE,SE,0.0
ANTONIO DA LUZ FURTADO,UNIÃO,BARRA DO PIRAÍ,RJ,0.0
SILVANO VIEIRA DOS SANTOS,PT,RIO LARGO,AL,0.0
ANTONIO DA ROCHA SALES,UNIÃO,ITAPEMIRIM,ES,0.0
ANTONIO DA SILVA CAMPOS,PP,SANTA TEREZA DO TOCANTINS,TO,0.0
EDER CASTRO MENEZES,PSD,PARAPUÃ,SP,0.0
NELCI GALLAS,MDB,CAIBATÉ,RS,0.0
EDER JHONATAS PINTO,PL,PRADÓPOLIS,SP,0.0
LAZARO PEREIRA NEVES,PSD,BERILO,MG,0.0
LAZARO NOE DA SILVA,PL,SANTA GERTRUDES,SP,0.0
ILDETE GOMES FERREIRA,UNIÃO,SIMOLÂNDIA,GO,0.0
ILDÁSIO FERREIRA ROSA CARRIEIROS,PT,BERTÓPOLIS,MG,0.0
ILEILDA MORAIS DA SILVA CUTRIM,UNIÃO,ALTAMIRA DO MARANHÃO,MA,0.0
LAYR MOTA DA SILVA,PSDB,FIGUEIRÓPOLIS D'OESTE,MT,0.0
LAWRENCE GIOVANNI TROMBINI COSTA,MDB,CORDISBURGO,MG,0.0
LAWRENCE CARLOS AMORIM DE ARAUJO,PSDB,MOSSORÓ,RN,0.0
ILQUE CUNHA DE LIMA,MDB,JURUÁ,AM,0.0
LAURO TOMCZAK,PP,SCHROEDER,SC,0.0
LAURO ROGERIO DOGNANI,PSB,FARTURA,SP,0.0
LAURO RODRIGUES VIEIRA,MDB,SÃO JOSÉ DO HERVAL,RS,0.0
LAURO JOSE MARQUES NOGUEIRA,PT,IÇARA,SC,0.0
ILSON DIAS DA SILVEIRA,PT,URUGUAIANA,RS,0.0
LAURO CARLOS PACHECO,PSOL,JAÚ,SP,0.0
LAURO ANTONIO BENEDETTI,PSD,DAVID CANABARRO,RS,0.0
LAURO ABIB FABRI,UNIÃO,VARRE-SAI,RJ,0.0
ILSON PEREIRA DE CARVALHO,PDT,BALIZA,GO,0.0
ILSON PONTES GRACIOLI,PL,MORRO AGUDO,SP,0.0
LAURI JORGE GERELLI,MDB,GUATAMBÚ,SC,0.0
LAZARO PEREIRA DA SILVA NASCIMENTO,REPUBLICANOS,CARMOLÂNDIA,TO,0.0
ILDEBRAN PRATA,PSD,IPEÚNA,SP,0.0
ILTON COUTINHO DA SILVA,UNIÃO,MARIANÓPOLIS DO TOCANTINS,TO,0.0
LAÉRCIO MUNIZ DE AZEVEDO JUNIOR,UNIÃO,SENHOR DO BONFIM,BA,0.0
LEANDRO DORINI,PSD,MANGUEIRINHA,PR,0.0
IAN FRANCISCO ZANIRATO SALOMÃO,MDB,PARAGUAÇU PAULISTA,SP,0.0
LEANDRO DE SOUZA CORRÊA,PSD,URUBICI,SC,0.0
IARA CRISTINA PERIN,MDB,NOVA ERECHIM,SC,0.0
IBSON DA SILVA LEITE,DC,BARÃO DE MELGAÇO,MT,0.0
IDELVAN NUNES RIBEIRO,PDT,ALVORADA DO NORTE,GO,0.0
IDETE BONETTI,AVANTE,PINHAL DE SÃO BENTO,PR,0.0
LEANDRO CAVALCANTE DA SILVA,PSB,ITAÚNA DO SUL,PR,0.0
IEDER WASHINGTON DE OLIVEIRA,PP,TOCANTINS,MG,0.0
IEDO JOSE MENEZES ELIAS,PSD,BELMONTE,BA,0.0
IEFERSON RODRIGUES DE PAULA,UNIÃO,BURITIS,RO,0.0
IGOR PEREIRA DOS SANTOS,UNIÃO,PARACATU,MG,0.0
IGOR PIMENTA GUIMARAES,SOLIDARIEDADE,FRANCISCO SÁ,MG,0.0
IGOR ROSA TAMBARA,MDB,JAGUARI,RS,0.0
LEANDRO ALMEIDA,PP,PANAMBI,RS,0.0
ILANNA MOURA AZEVEDO CIRILO,PT,PENTECOSTE,CE,0.0
LEANDRA GUEDES FERREIRA,AVANTE,ITUIUTABA,MG,0.0
LEANDRA BELITARDO BARRETTO DE ANDRADE LIMA,SOLIDARIEDADE,PIRITIBA,BA,0.0
ILARIO ANTONIO NETO RIOS CARNEIRO,PSD,SÃO DOMINGOS,BA,0.0
LAURECI FERNANDES MENEGUETTE JUNIOR,PL,ECOPORANGA,ES,0.0
LAURA ROSA COLLINS DE OLIVEIRA PORTELA,PP,BURITI DOS LOPES,PI,0.0
IRON LUCAS DE OLIVEIRA JUNIOR,MDB,JARDIM DO SERIDÓ,RN,0.0
IRANILDO ACIOLE DA SILVA,REPUBLICANOS,LAGOA NOVA,RN,0.0
LAERCIO DA CRUZ,MDB,VIDAL RAMOS,SC,0.0
LAERCIO BIASI,PRD,PRACINHA,SP,0.0
LAERCIO ANTONIO CIPRIANO,PP,REBOUÇAS,PR,0.0
IRENILDA CUNHA DE MAGALHÃES,PC do B,POÇÕES,BA,0.0
LAECIO PINHEIRO DE SOUZA,PL,ARUANÃ,GO,0.0
LADIR CASSOL,MDB,PINHALZINHO,SC,0.0
LADI PEDRO SGARBOSSA,MDB,SEARA,SC,0.0
KÁTIA MARIA DINIZ MACILLO,PT,RIO DAS OSTRAS,RJ,0.0
IRINEU FERREIRA DA CRUZ,PDT,NOVA SANTA BÁRBARA,PR,0.0
KÁTIA CRISTINA MIKI DA SILVA,SOLIDARIEDADE,BARRA DO PIRAÍ,RJ,0.0
KLÉBER BASTISTA MEIRELES,REPUBLICANOS,PASSABÉM,MG,0.0
IRINEU NORIVAL MARETTO,PSD,ARARAS,SP,0.0
IRINEU VIANA,MDB,ELIAS FAUSTO,SP,0.0
KLEVISSON KENNEDY DA SILVA SIQUEIRA,PP,PORTO CALVO,AL,0.0
KLEVERTON BARBOSA DE MELLO,UNIÃO,TERESINA DE GOIÁS,GO,0.0
KLEUDISON MOTA WANDERLEY,PODE,AMAJARI,RR,0.0
IRINEU WUTKE,UNIÃO,VILA PAVÃO,ES,0.0
IRIS GUEDES CIPRIANO,PSD,FLORES DO PIAUÍ,PI,0.0
IRISNETE PEREIRA DOS SANTOS PINTO,PSD,IPUEIRAS,TO,0.0
IRENALVA SOUSA TEIXEIRA,MDB,PRESIDENTE JUSCELINO,MA,0.0
LAERCIO SILVA DE SANTANA,PSB,IBOTIRAMA,BA,0.0
ILTON RIBEIRO,PP,ANÍSIO DE ABREU,PI,0.0
IRANI APARECIDA DOS SANTOS,UNIÃO,FAZENDA RIO GRANDE,PR,0.0
LAUDIMAR INACIO TAVEIRA,PRD,FIRMINÓPOLIS,GO,0.0
INDALECIO KRIIGER,PSDB,CARLINDA,MT,0.0
INDALÉCIO ROBERTO TARRAN AYUB ZOCAL,SOLIDARIEDADE,NHANDEARA,SP,0.0
INES MORAES MESQUITA COELHO,UNIÃO,TORIXORÉU,MT,0.0
INGRITH MATIAS GOMES,PODE,PLANALTINA,GO,0.0
LARISSA SANTOS ALMEIDA DE ALBUQUERQUE MARANHAO,PSDB,SERRA NEGRA DO NORTE,RN,0.0
LARISSA SALLES LAFETÁ,PRD,CORAÇÃO DE JESUS,MG,0.0
LARISSA MAGALHAES CANAVEZ SANTOS,PL,VARGEM GRANDE PAULISTA,SP,0.0
LARISSA GUIDA OLIVEIRA,PSB,BOA VISTA DO GURUPI,MA,0.0
LARISSA BILLÉSSIMO,MDB,BALNEÁRIO ARROIO DO SILVA,SC,0.0
IOGO NIELSON DE QUEIROZ E SILVA,PSDB,JUCURUTU,RN,0.0
LARA RIBEIRO CAVALCANTI DE ALMEIDA,PL,PETROLINA,PE,0.0
IOKANAAN SANTANA FILHO,REPUBLICANOS,PROPRIÁ,SE,0.0
IOLANDA MARIA DO CARMO CANGUSSU ANDRE,PT,LEOPOLDINA,MG,0.0
IONE BEZERRA CAVALCANTE,REDE,BARAÚNA,PB,0.0
LAIRTON ANDRE KOECHE,PP,VICTOR GRAEFF,RS,0.0
IONE MARIA MOREIRA DIAS BARBOSA,AVANTE,JUIZ DE FORA,MG,0.0
LAFAIETE PEREIRA BIET,PT,PAULÍNIA,SP,0.0
LAERTE SONSIN JUNIOR,PL,SALTO,SP,0.0
HÉRBERLH FREITAS REIS CAVALCANTE MOTA,REPUBLICANOS,BATURITÉ,CE,0.0
LEANDRO DRUMOND ESTEVES,PP,CARAPEBUS,RJ,0.0
HÉLIO WILLAMY MIRANDA DA FONSECA,PSDB,GUAMARÉ,RN,0.0
HERMES PIMENTEL DA SILVA,PP,UMUARAMA,PR,0.0
HERMINIO JOSE OLIVEIRA MERCES,AVANTE,MARCIONÍLIO SOUZA,BA,0.0
HERMÍNIO BARBOSA KOMATSU,PSB,PEREIRA BARRETO,SP,0.0
HEVERTON PEREIRA DAFONSECA,PDT,PIEDADE DE CARATINGA,MG,0.0
HIGO LOPES ROCHA,PODE,RIBEIRÃO DO LARGO,BA,0.0
HIGO MOURA MEDEIROS,PSB,TEOFILÂNDIA,BA,0.0
HILDEBLANO DE SOUZA AZEVEDO,PP,BREU BRANCO,PA,0.0
LEOMAX DA COSTA BANDEIRA,MDB,LUCENA,PB,0.0
LEOMAR MONTEIRO,PSD,LEÓPOLIS,PR,0.0
HILDEFONSO DE ABREU ARAUJO,MDB,ABEL FIGUEIREDO,PA,0.0
HILDELIS SILVA DUARTE JUNIOR,PSB,SÃO LUÍS,MA,0.0
HILTON BENJAMIN DE FRANCESCHI,REPUBLICANOS,CACHOEIRA DO SUL,RS,0.0
LEO PAULO CENDRON,UNIÃO,UNIÃO DA SERRA,RS,0.0
LENY PAULA FIRMIANO AGUIAR,PP,ITINGA DO MARANHÃO,MA,0.0
HILÁRIO RODRIGUES SALES NETO,UNIÃO,LAGO DA PEDRA,MA,0.0
LENITA DADALT FONTANA,MDB,ERVAL VELHO,SC,0.0
HINDEMBERG PONTES DE LIMA,PODE,MARCELINO VIEIRA,RN,0.0
HIPOLITO DE BRITO,PSOL,NAZARÉ,BA,0.0
LENILDO ALVES SANTANA,PT,IBICARAÍ,BA,0.0
LENILDA LUNA DE ALMEIDA,UP,MACEIÓ,AL,0.0
HERMILO GAMBIN,PSD,SÃO PEDRO DO IGUAÇU,PR,0.0
HERMES ANTONIO PARIS,REPUBLICANOS,CARLOS GOMES,RS,0.0
LEANDRO EVANGELISTA DO SOCORRO,PSD,CHAPADA DO NORTE,MG,0.0
LEONARDO CLEITON CAMARGO,PL,CACHOEIRO DE ITAPEMIRIM,ES,0.0
LEONARDO PANISSON,MDB,SANTA CECÍLIA DO SUL,RS,0.0
HENRIQUE WANCURA BUDKE,PSDB,TERENOS,MS,0.0
HENRY MALDINEY DE LIRA NÓBREGA,REPUBLICANOS,SANTA LUZIA,PB,0.0
HERACLITO ROCHA ARANDAS,PSD,JAGUARIPE,BA,0.0
HERCOLES DE MOURA MANIÇOBA,PP,ITACURUBA,PE,0.0
HERCULES VANDY DURÃES DA FONSECA,SOLIDARIEDADE,LAGOA DOS PATOS,MG,0.0
LEONARDO LAZZARETTI ROMERO,PSD,QUINTA DO SOL,PR,0.0
LEONARDO KRUSCINSCKI DA SILVA,PL,ITUPORANGA,SC,0.0
LEONARDO JOSÉ BARBALHO CARNEIRO,REPUBLICANOS,PITIMBU,PB,0.0
LEONARDO JOSE DE OLIVEIRA,MOBILIZA,TAPIRAÍ,MG,0.0
LEONARDO JOSE DE ALMEIDA COSTA,REPUBLICANOS,CACHOEIRINHA,PE,0.0
HERIVANEO VIEIRA DE OLIVEIRA,MDB,HUMAITÁ,AM,0.0
LEONARDO FREITAS ALVES,REPUBLICANOS,MATO LEITÃO,RS,0.0
HERMAN GOMES DE ALMEIDA,REPUBLICANOS,ARRAIAS,TO,0.0
LEONARDO FONSECA PAZ,AVANTE,DOM PEDRO,MA,0.0
HERMANIO LEONARDO SANTOS DA SILVA,PSB,FLORESTA AZUL,BA,0.0
HERMERSON GALDINO DA SILVA,SOLIDARIEDADE,BAYEUX,PB,0.0
HERMES ADALTO GOMES DA CUNHA,CIDADANIA,MALACACHETA,MG,0.0
LEONARDO DE BARROS SANCHES,PDT,SÃO LOURENÇO,MG,0.0
HISTÊNIO JÚNIOR DA SILVA SALES,MDB,VERTENTE DO LÉRIO,PE,0.0
LELIS JORGE SILVA,AVANTE,BAMBUÍ,MG,0.0
HITLER PEDERSSETTI,PODE,SÃO LEOPOLDO,RS,0.0
HOMERO BARBOSA NETO,PDT,LONDRINA,PR,0.0
LEANDRO MONTEIRO DOS SANTOS,PDT,CAPIVARI DO SUL,RS,0.0
HUMBERTO CARLOS VALE FEITOSA,PSB,PEDREIRAS,MA,0.0
LEANDRO MARQUES PESTANA,UNIÃO,AXIXÁ,MA,0.0
HUMBERTO DE ALMEIDA ANTUNES,PSD,CAATIBA,BA,0.0
HUMBERTO DE FREITAS MACHADO,MDB,JATAÍ,GO,0.0
LEANDRO MACHADO BORGES,PSD,CAMAPUÃ,MS,0.0
HUMBERTO DOS SANTOS,PSB,ALGODÃO DE JANDAÍRA,PB,0.0
LEANDRO LUIZ DE OLIVEIRA,PSD,IPIAÇU,MG,0.0
HUMBERTO EMMANUEL SCHMIDT OLIVEIRA,UNIÃO,MARTINÓPOLIS,SP,0.0
LEANDRO JASINSKI,PSD,RIO AZUL,PR,0.0
LEANDRO INACIO WASTOWSKI,PP,GUARANI DAS MISSÕES,RS,0.0
LEANDRO HENRIQUE MINOTTI FERNANDES,PT,MARILENA,PR,0.0
HUMBERTO HIROSHI SATOU,MDB,COSMÓPOLIS,SP,0.0
HUMBERTO LUIS LISBOA ALVES,REPUBLICANOS,LOGRADOURO,PB,0.0
HUMBERTO PEREIRA DA SILVA,AVANTE,TABOCAS DO BREJO VELHO,BA,0.0
HUMBERTO PERES FERREIRA,PODE,BRASILÂNDIA DE MINAS,MG,0.0
HURIBI ALEXANDRINA,MDB,GAROPABA,SC,0.0
LEANDRO FERREIRA LUIZ FEDOSSI,PSDB,NOVA ANDRADINA,MS,0.0
LEANDRO FERNANDES SOARES,REPUBLICANOS,LAGOA DO TOCANTINS,TO,0.0
